Basin,month,STAT,VALUE
Okavango Basin,1992jun,minimum,0.02057935111
Cuvelai Basin,1992jun,minimum,0.03410869092
Zambezi Basin,1992mar,minimum,24.24269866940
Limpopo Basin,1992mar,minimum,6.92130088806
Okavango Basin,1992mar,minimum,12.22432136540
Cuvelai Basin,1992mar,minimum,19.22409057620
Zambezi Basin,1992may,minimum,0.24686355889
Limpopo Basin,1992may,minimum,0.25151425600
Okavango Basin,1992may,minimum,0.89702904224
Cuvelai Basin,1992may,minimum,0.74800610542
Zambezi Basin,1992nov,minimum,19.82760238650
Limpopo Basin,1992nov,minimum,23.93772888180
Okavango Basin,1992nov,minimum,4.94115114212
Cuvelai Basin,1992nov,minimum,6.06089162827
Zambezi Basin,1992oct,minimum,0.84747534990
Limpopo Basin,1992oct,minimum,6.64679050446
Okavango Basin,1992oct,minimum,1.35899949074
Cuvelai Basin,1992oct,minimum,1.44841122627
Zambezi Basin,1992sep,minimum,0.13603292406
Limpopo Basin,1992sep,minimum,0.35615199804
Okavango Basin,1992sep,minimum,0.64968848229
Cuvelai Basin,1992sep,minimum,0.49727070332
Zambezi Basin,1993apr,minimum,1.10351514816
Limpopo Basin,1993apr,minimum,1.99216008186
Okavango Basin,1993apr,minimum,4.84713745117
Cuvelai Basin,1993apr,minimum,10.17561340330
Zambezi Basin,1993aug,minimum,0.00000001247
Limpopo Basin,1993aug,minimum,0.00000001771
Okavango Basin,1993aug,minimum,0.00746715441
Cuvelai Basin,1993aug,minimum,0.03624805808
Zambezi Basin,1993dec,minimum,19.97144126890
Limpopo Basin,1993dec,minimum,28.36907196040
Okavango Basin,1993dec,minimum,21.59986495970
Cuvelai Basin,1993dec,minimum,20.82601356510
Zambezi Basin,1993feb,minimum,72.85012817380
Limpopo Basin,1993feb,minimum,8.74579334259
Okavango Basin,1993feb,minimum,36.67769622800
Cuvelai Basin,1993feb,minimum,54.34873962400
Zambezi Basin,1993jan,minimum,55.16612625120
Limpopo Basin,1993jan,minimum,10.01621627810
Okavango Basin,1993jan,minimum,12.12945556640
Cuvelai Basin,1993jan,minimum,20.59102249150
Zambezi Basin,1993jul,minimum,0.00000000002
Limpopo Basin,1993jul,minimum,0.07079188526
Okavango Basin,1993jul,minimum,0.00000000362
Cuvelai Basin,1993jul,minimum,0.00000000225
Zambezi Basin,1993jun,minimum,0.00000000356
Limpopo Basin,1993jun,minimum,0.18601372838
Okavango Basin,1993jun,minimum,0.02057936788
Cuvelai Basin,1993jun,minimum,0.03410867229
Zambezi Basin,1993mar,minimum,12.78298759460
Limpopo Basin,1993mar,minimum,2.83346080780
Okavango Basin,1993mar,minimum,3.75381422043
Cuvelai Basin,1993mar,minimum,32.20400619510
Zambezi Basin,1993may,minimum,0.06978771091
Limpopo Basin,1993may,minimum,0.21531461179
Okavango Basin,1993may,minimum,0.88929170370
Cuvelai Basin,1993may,minimum,0.74117219448
Zambezi Basin,1993nov,minimum,6.54338121414
Limpopo Basin,1993nov,minimum,28.69899177550
Okavango Basin,1993nov,minimum,6.90674781799
Cuvelai Basin,1993nov,minimum,15.19526672360
Zambezi Basin,1993oct,minimum,1.11497187614
Limpopo Basin,1993oct,minimum,2.04732322693
Okavango Basin,1993oct,minimum,0.54186683893
Cuvelai Basin,1993oct,minimum,4.23684930801
Zambezi Basin,1993sep,minimum,0.14873096347
Limpopo Basin,1993sep,minimum,0.41708815098
Okavango Basin,1993sep,minimum,0.39077216387
Cuvelai Basin,1993sep,minimum,0.46057349443
Zambezi Basin,1994apr,minimum,0.42083108425
Limpopo Basin,1994apr,minimum,2.01671671867
Okavango Basin,1994apr,minimum,2.68673348427
Cuvelai Basin,1994apr,minimum,5.86657047272
Zambezi Basin,1994aug,minimum,0.00000001238
Limpopo Basin,1994aug,minimum,0.00000001696
Okavango Basin,1994aug,minimum,0.00747351395
Cuvelai Basin,1994aug,minimum,0.03624805808
Zambezi Basin,1994dec,minimum,27.94659805300
Limpopo Basin,1994dec,minimum,25.99184417720
Okavango Basin,1994dec,minimum,6.21172904968
Cuvelai Basin,1994dec,minimum,9.25254535675
Zambezi Basin,1994feb,minimum,22.88634300230
Limpopo Basin,1994feb,minimum,1.72572767735
Okavango Basin,1994feb,minimum,17.27356338500
Cuvelai Basin,1994feb,minimum,46.57069778440
Zambezi Basin,1994jan,minimum,60.51660537720
Limpopo Basin,1994jan,minimum,8.57918453217
Okavango Basin,1994jan,minimum,43.62703323360
Cuvelai Basin,1994jan,minimum,6.91894674301
Zambezi Basin,1994jul,minimum,0.00000000002
Limpopo Basin,1994jul,minimum,0.05838650092
Okavango Basin,1994jul,minimum,0.00000000368
Cuvelai Basin,1994jul,minimum,0.00000000224
Zambezi Basin,1994jun,minimum,0.00000000357
Limpopo Basin,1994jun,minimum,0.19286806881
Okavango Basin,1994jun,minimum,0.02057934180
Cuvelai Basin,1994jun,minimum,0.03410866484
Zambezi Basin,1994mar,minimum,3.70271873474
Limpopo Basin,1994mar,minimum,2.91649913788
Okavango Basin,1994mar,minimum,3.08535242081
Cuvelai Basin,1994mar,minimum,7.09318828583
Zambezi Basin,1994may,minimum,0.17049485445
Limpopo Basin,1994may,minimum,0.26141142845
Okavango Basin,1994may,minimum,0.92248976231
Cuvelai Basin,1994may,minimum,0.74821639061
Zambezi Basin,1994nov,minimum,2.45107364655
Limpopo Basin,1994nov,minimum,6.83600044250
Okavango Basin,1994nov,minimum,7.28058242798
Cuvelai Basin,1994nov,minimum,7.94473457336
Zambezi Basin,1994oct,minimum,1.61606836319
Limpopo Basin,1994oct,minimum,4.46500825882
Okavango Basin,1994oct,minimum,0.39298745990
Cuvelai Basin,1994oct,minimum,1.54432368279
Zambezi Basin,1994sep,minimum,0.14450627565
Limpopo Basin,1994sep,minimum,0.37164521217
Okavango Basin,1994sep,minimum,0.39695227146
Cuvelai Basin,1994sep,minimum,0.46120429039
Zambezi Basin,1995apr,minimum,0.65099292994
Limpopo Basin,1995apr,minimum,3.39511299133
Okavango Basin,1995apr,minimum,4.08769369125
Cuvelai Basin,1995apr,minimum,4.42060279846
Zambezi Basin,1995aug,minimum,0.00000001243
Limpopo Basin,1995aug,minimum,0.00000001879
Okavango Basin,1995aug,minimum,0.00746312365
Cuvelai Basin,1995aug,minimum,0.03624809161
Zambezi Basin,1995dec,minimum,33.15804672240
Limpopo Basin,1995dec,minimum,23.86025619510
Okavango Basin,1995dec,minimum,8.78940010071
Cuvelai Basin,1995dec,minimum,5.17755937576
Zambezi Basin,1995feb,minimum,15.86220645900
Limpopo Basin,1995feb,minimum,8.29683876038
Okavango Basin,1995feb,minimum,10.86760616300
Cuvelai Basin,1995feb,minimum,63.51343536380
Zambezi Basin,1995jan,minimum,28.65128707890
Limpopo Basin,1995jan,minimum,4.60168933868
Okavango Basin,1995jan,minimum,4.47372388840
Cuvelai Basin,1995jan,minimum,3.52723336220
Zambezi Basin,1995jul,minimum,0.00000000002
Limpopo Basin,1995jul,minimum,0.05838652700
Okavango Basin,1995jul,minimum,0.00000000368
Cuvelai Basin,1995jul,minimum,0.00000000224
Zambezi Basin,1995jun,minimum,0.00000000357
Limpopo Basin,1995jun,minimum,0.18923728168
Okavango Basin,1995jun,minimum,0.02057933807
Cuvelai Basin,1995jun,minimum,0.03410873190
Zambezi Basin,1995mar,minimum,4.76931047440
Limpopo Basin,1995mar,minimum,13.11164474490
Okavango Basin,1995mar,minimum,9.46515274048
Cuvelai Basin,1995mar,minimum,32.42036056520
Zambezi Basin,1995may,minimum,0.28083899617
Limpopo Basin,1995may,minimum,0.48788076639
Okavango Basin,1995may,minimum,0.92143493891
Cuvelai Basin,1995may,minimum,0.82651007175
Zambezi Basin,1995nov,minimum,1.85102558136
Limpopo Basin,1995nov,minimum,26.23209953310
Okavango Basin,1995nov,minimum,5.53088855743
Cuvelai Basin,1995nov,minimum,7.85596847534
Zambezi Basin,1995oct,minimum,1.36187696457
Limpopo Basin,1995oct,minimum,3.89415788651
Okavango Basin,1995oct,minimum,0.49501660466
Cuvelai Basin,1995oct,minimum,1.22388482094
Zambezi Basin,1995sep,minimum,0.14051246643
Limpopo Basin,1995sep,minimum,0.27944990993
Okavango Basin,1995sep,minimum,0.37874400616
Cuvelai Basin,1995sep,minimum,0.52614349127
Zambezi Basin,1996apr,minimum,0.66904014349
Limpopo Basin,1996apr,minimum,2.45470428467
Okavango Basin,1996apr,minimum,1.64411580563
Cuvelai Basin,1996apr,minimum,4.08300018311
Zambezi Basin,1996aug,minimum,0.00000001233
Limpopo Basin,1996aug,minimum,0.00000001905
Okavango Basin,1996aug,minimum,0.00746628689
Cuvelai Basin,1996aug,minimum,0.03646506369
Zambezi Basin,1996dec,minimum,38.65028762820
Limpopo Basin,1996dec,minimum,7.22550630569
Okavango Basin,1996dec,minimum,20.46008110050
Cuvelai Basin,1996dec,minimum,18.18523216250
Zambezi Basin,1996feb,minimum,54.20038986210
Limpopo Basin,1996feb,minimum,31.07287597660
Okavango Basin,1996feb,minimum,29.49848175050
Cuvelai Basin,1996feb,minimum,20.21488761900
Zambezi Basin,1996jan,minimum,97.63755035400
Limpopo Basin,1996jan,minimum,26.43590164180
Okavango Basin,1996jan,minimum,55.02918243410
Cuvelai Basin,1996jan,minimum,73.81760406490
Zambezi Basin,1996jul,minimum,0.00000000002
Limpopo Basin,1996jul,minimum,0.06080903113
Okavango Basin,1996jul,minimum,0.00000000368
Cuvelai Basin,1996jul,minimum,0.00000000224
Zambezi Basin,1996jun,minimum,0.00000000357
Limpopo Basin,1996jun,minimum,0.18785442412
Okavango Basin,1996jun,minimum,0.02057934366
Cuvelai Basin,1996jun,minimum,0.03431858495
Zambezi Basin,1996mar,minimum,10.23722362520
Limpopo Basin,1996mar,minimum,3.95935535431
Okavango Basin,1996mar,minimum,6.13987827301
Cuvelai Basin,1996mar,minimum,10.39558124540
Zambezi Basin,1996may,minimum,0.26051712036
Limpopo Basin,1996may,minimum,0.40789455175
Okavango Basin,1996may,minimum,0.95239239931
Cuvelai Basin,1996may,minimum,0.76059269905
Zambezi Basin,1996nov,minimum,1.94926857948
Limpopo Basin,1996nov,minimum,31.21542930600
Okavango Basin,1996nov,minimum,6.76045274734
Cuvelai Basin,1996nov,minimum,8.95675849915
Zambezi Basin,1996oct,minimum,1.21990776062
Limpopo Basin,1996oct,minimum,3.56999087334
Okavango Basin,1996oct,minimum,0.45064499974
Cuvelai Basin,1996oct,minimum,0.98042011261
Zambezi Basin,1996sep,minimum,0.14776785672
Limpopo Basin,1996sep,minimum,0.37741219997
Okavango Basin,1996sep,minimum,0.39436078072
Cuvelai Basin,1996sep,minimum,0.43801289797
Zambezi Basin,1997apr,minimum,3.81072235107
Limpopo Basin,1997apr,minimum,2.88364052773
Okavango Basin,1997apr,minimum,1.68436455727
Cuvelai Basin,1997apr,minimum,3.43629455566
Zambezi Basin,1997aug,minimum,0.00000001234
Limpopo Basin,1997aug,minimum,0.00000001610
Okavango Basin,1997aug,minimum,0.00749736372
Cuvelai Basin,1997aug,minimum,0.03646506369
Zambezi Basin,1997dec,minimum,21.62765502930
Limpopo Basin,1997dec,minimum,15.36046600340
Okavango Basin,1997dec,minimum,22.83162498470
Cuvelai Basin,1997dec,minimum,31.90098571780
Zambezi Basin,1997feb,minimum,22.91234588620
Limpopo Basin,1997feb,minimum,3.83443236351
Okavango Basin,1997feb,minimum,4.53800582886
Cuvelai Basin,1997feb,minimum,64.21120452880
Zambezi Basin,1997jan,minimum,69.64716339110
Limpopo Basin,1997jan,minimum,18.05857276920
Okavango Basin,1997jan,minimum,42.53397750850
Cuvelai Basin,1997jan,minimum,91.94620513920
Zambezi Basin,1997jul,minimum,0.00000000002
Limpopo Basin,1997jul,minimum,0.05862306803
Okavango Basin,1997jul,minimum,0.00000000368
Cuvelai Basin,1997jul,minimum,0.00000000224
Zambezi Basin,1997jun,minimum,0.00000000357
Limpopo Basin,1997jun,minimum,0.18863223493
Okavango Basin,1997jun,minimum,0.02057933807
Cuvelai Basin,1997jun,minimum,0.03431858495
Zambezi Basin,1997mar,minimum,16.04611206050
Limpopo Basin,1997mar,minimum,17.43680953980
Okavango Basin,1997mar,minimum,30.06758880620
Cuvelai Basin,1997mar,minimum,48.90534210210
Zambezi Basin,1997may,minimum,0.24518311024
Limpopo Basin,1997may,minimum,0.45226001740
Okavango Basin,1997may,minimum,1.05200362206
Cuvelai Basin,1997may,minimum,0.73473131657
Zambezi Basin,1997nov,minimum,12.21278381350
Limpopo Basin,1997nov,minimum,31.51335144040
Okavango Basin,1997nov,minimum,3.04727149010
Cuvelai Basin,1997nov,minimum,4.59910154343
Zambezi Basin,1997oct,minimum,1.51569533348
Limpopo Basin,1997oct,minimum,5.13466119766
Okavango Basin,1997oct,minimum,1.49356353283
Cuvelai Basin,1997oct,minimum,4.30222415924
Zambezi Basin,1997sep,minimum,0.15209574997
Limpopo Basin,1997sep,minimum,0.56692832708
Okavango Basin,1997sep,minimum,0.36754572392
Cuvelai Basin,1997sep,minimum,0.51799321175
Zambezi Basin,1998apr,minimum,0.61005347967
Limpopo Basin,1998apr,minimum,3.33005499840
Okavango Basin,1998apr,minimum,2.94826436043
Cuvelai Basin,1998apr,minimum,11.05964088440
Zambezi Basin,1998aug,minimum,0.00000001238
Limpopo Basin,1998aug,minimum,0.00000001859
Okavango Basin,1998aug,minimum,0.00746826688
Cuvelai Basin,1998aug,minimum,0.03646506369
Zambezi Basin,1998dec,minimum,15.05726623540
Limpopo Basin,1998dec,minimum,47.11451721190
Okavango Basin,1998dec,minimum,19.68117904660
Cuvelai Basin,1998dec,minimum,11.50841140750
Zambezi Basin,1998feb,minimum,10.65974617000
Limpopo Basin,1998feb,minimum,2.79230213165
Okavango Basin,1998feb,minimum,8.83779621124
Cuvelai Basin,1998feb,minimum,8.77271175385
Zambezi Basin,1998jan,minimum,0.00000000002
Limpopo Basin,1998jan,minimum,0.06346230209
Okavango Basin,1998jan,minimum,0.00000000368
Cuvelai Basin,1998jan,minimum,0.00000000224
Zambezi Basin,1998jul,minimum,0.00000000002
Limpopo Basin,1998jul,minimum,0.06346230209
Okavango Basin,1998jul,minimum,0.00000000368
Cuvelai Basin,1998jul,minimum,0.00000000224
Zambezi Basin,1998jun,minimum,0.00000000356
Limpopo Basin,1998jun,minimum,0.18480569124
Okavango Basin,1998jun,minimum,0.02057934739
Cuvelai Basin,1998jun,minimum,0.03431858495
Zambezi Basin,1998mar,minimum,12.11867713930
Limpopo Basin,1998mar,minimum,6.22607803345
Okavango Basin,1998mar,minimum,18.19967842100
Cuvelai Basin,1998mar,minimum,21.91067886350
Zambezi Basin,1998may,minimum,0.14948621392
Limpopo Basin,1998may,minimum,0.28952839971
Okavango Basin,1998may,minimum,0.90597873926
Cuvelai Basin,1998may,minimum,0.73423671722
Zambezi Basin,1998nov,minimum,5.89039516449
Limpopo Basin,1998nov,minimum,24.07678222660
Okavango Basin,1998nov,minimum,7.07577514648
Cuvelai Basin,1998nov,minimum,7.48417520523
Zambezi Basin,1998oct,minimum,1.22296941280
Limpopo Basin,1998oct,minimum,4.52384185791
Okavango Basin,1998oct,minimum,0.80550837517
Cuvelai Basin,1998oct,minimum,1.50273871422
Zambezi Basin,1998sep,minimum,0.17682564259
Limpopo Basin,1998sep,minimum,0.36842435598
Okavango Basin,1998sep,minimum,0.45095574856
Cuvelai Basin,1998sep,minimum,0.44988849759
Zambezi Basin,1999apr,minimum,1.04887723923
Limpopo Basin,1999apr,minimum,2.91885495186
Okavango Basin,1999apr,minimum,1.39807081223
Cuvelai Basin,1999apr,minimum,3.95375752449
Zambezi Basin,1999aug,minimum,0.00000001237
Limpopo Basin,1999aug,minimum,0.00000001860
Okavango Basin,1999aug,minimum,0.00746898865
Cuvelai Basin,1999aug,minimum,0.03646506369
Zambezi Basin,1999dec,minimum,22.60136604310
Limpopo Basin,1999dec,minimum,25.33006477360
Okavango Basin,1999dec,minimum,27.65155792240
Cuvelai Basin,1999dec,minimum,74.88592529300
Zambezi Basin,1999feb,minimum,55.07440948490
Limpopo Basin,1999feb,minimum,3.32365894318
Okavango Basin,1999feb,minimum,15.50153446200
Cuvelai Basin,1999feb,minimum,14.28715133670
Zambezi Basin,1999jan,minimum,88.58685302730
Limpopo Basin,1999jan,minimum,10.84677219390
Okavango Basin,1999jan,minimum,14.05351448060
Cuvelai Basin,1999jan,minimum,40.70586395260
Zambezi Basin,1999jul,minimum,0.00000000002
Limpopo Basin,1999jul,minimum,0.06346230209
Okavango Basin,1999jul,minimum,0.00000000368
Cuvelai Basin,1999jul,minimum,0.00000000224
Zambezi Basin,1999jun,minimum,0.00000000364
Limpopo Basin,1999jun,minimum,0.20957790315
Okavango Basin,1999jun,minimum,0.02057936043
Cuvelai Basin,1999jun,minimum,0.03431858495
Zambezi Basin,1999mar,minimum,17.79365921020
Limpopo Basin,1999mar,minimum,6.26205539703
Okavango Basin,1999mar,minimum,16.43445587160
Cuvelai Basin,1999mar,minimum,12.24312782290
Zambezi Basin,1999may,minimum,0.18927866221
Limpopo Basin,1999may,minimum,0.39194822311
Okavango Basin,1999may,minimum,0.88628327847
Cuvelai Basin,1999may,minimum,0.76615464687
Zambezi Basin,1999nov,minimum,6.72840213776
Limpopo Basin,1999nov,minimum,20.30006980900
Okavango Basin,1999nov,minimum,11.64363193510
Cuvelai Basin,1999nov,minimum,24.26515769960
Zambezi Basin,1999oct,minimum,1.41845810413
Limpopo Basin,1999oct,minimum,7.19620275497
Okavango Basin,1999oct,minimum,0.59276199341
Cuvelai Basin,1999oct,minimum,1.51044702530
Zambezi Basin,1999sep,minimum,0.17804069817
Limpopo Basin,1999sep,minimum,0.50630640984
Okavango Basin,1999sep,minimum,0.50055569410
Cuvelai Basin,1999sep,minimum,0.44844651222
Zambezi Basin,20002ja,minimum,10.44668388370
Limpopo Basin,20002ja,minimum,6.12630224228
Okavango Basin,20002ja,minimum,16.28702545170
Cuvelai Basin,20002ja,minimum,11.87751007080
Zambezi Basin,2000apr,minimum,1.00027787685
Limpopo Basin,2000apr,minimum,5.53982973099
Okavango Basin,2000apr,minimum,3.22584581375
Cuvelai Basin,2000apr,minimum,13.23020744320
Zambezi Basin,2000aug,minimum,0.00000000859
Limpopo Basin,2000aug,minimum,0.00000001860
Okavango Basin,2000aug,minimum,0.00750175538
Cuvelai Basin,2000aug,minimum,0.03621844202
Zambezi Basin,2000dec,minimum,60.72192764280
Limpopo Basin,2000dec,minimum,21.38226699830
Okavango Basin,2000dec,minimum,17.19433975220
Cuvelai Basin,2000dec,minimum,14.00574874880
Zambezi Basin,2000feb,minimum,65.65776824950
Limpopo Basin,2000feb,minimum,31.95727157590
Okavango Basin,2000feb,minimum,50.09204864500
Cuvelai Basin,2000feb,minimum,22.18007469180
Zambezi Basin,2000jan,minimum,84.79725646970
Limpopo Basin,2000jan,minimum,23.08509445190
Okavango Basin,2000jan,minimum,21.71702957150
Cuvelai Basin,2000jan,minimum,45.58267974850
Zambezi Basin,2000jul,minimum,0.00000000002
Limpopo Basin,2000jul,minimum,0.06346924603
Okavango Basin,2000jul,minimum,0.00000000361
Cuvelai Basin,2000jul,minimum,0.00000000224
Zambezi Basin,2000jun,minimum,0.00000000323
Limpopo Basin,2000jun,minimum,0.29713448882
Okavango Basin,2000jun,minimum,0.02057933807
Cuvelai Basin,2000jun,minimum,0.03431858495
Zambezi Basin,2000mar,minimum,30.75916481020
Limpopo Basin,2000mar,minimum,18.12418365480
Okavango Basin,2000mar,minimum,49.88299179080
Cuvelai Basin,2000mar,minimum,54.59754943850
Zambezi Basin,2000may,minimum,0.30048954487
Limpopo Basin,2000may,minimum,0.28129512072
Okavango Basin,2000may,minimum,0.74545860291
Cuvelai Basin,2000may,minimum,0.54227018356
Zambezi Basin,2000nov,minimum,14.04222011570
Limpopo Basin,2000nov,minimum,38.58507537840
Okavango Basin,2000nov,minimum,3.78691816330
Cuvelai Basin,2000nov,minimum,3.76312279701
Zambezi Basin,2000oct,minimum,2.06888318062
Limpopo Basin,2000oct,minimum,3.15733528137
Okavango Basin,2000oct,minimum,1.02058529854
Cuvelai Basin,2000oct,minimum,3.38669586182
Zambezi Basin,2000sep,minimum,0.10532072187
Limpopo Basin,2000sep,minimum,0.35722196102
Okavango Basin,2000sep,minimum,0.34732735157
Cuvelai Basin,2000sep,minimum,0.42949810624
Zambezi Basin,2001apr,minimum,0.43996095657
Limpopo Basin,2001apr,minimum,5.46868896484
Okavango Basin,2001apr,minimum,12.78725719450
Cuvelai Basin,2001apr,minimum,27.53520393370
Zambezi Basin,2001aug,minimum,0.00000000859
Limpopo Basin,2001aug,minimum,0.00000001790
Okavango Basin,2001aug,minimum,0.00754608586
Cuvelai Basin,2001aug,minimum,0.03621844202
Zambezi Basin,2001dec,minimum,59.06584548950
Limpopo Basin,2001dec,minimum,28.25417327880
Okavango Basin,2001dec,minimum,6.74379730225
Cuvelai Basin,2001dec,minimum,4.62150669098
Zambezi Basin,2001feb,minimum,56.71525192260
Limpopo Basin,2001feb,minimum,8.81885337830
Okavango Basin,2001feb,minimum,30.69544219970
Cuvelai Basin,2001feb,minimum,66.30841064450
Zambezi Basin,2001jan,minimum,17.65171241760
Limpopo Basin,2001jan,minimum,6.25441122055
Okavango Basin,2001jan,minimum,4.76276063919
Cuvelai Basin,2001jan,minimum,15.74140930180
Zambezi Basin,2001jul,minimum,0.00000000002
Limpopo Basin,2001jul,minimum,0.06346230209
Okavango Basin,2001jul,minimum,0.00000000361
Cuvelai Basin,2001jul,minimum,0.00000000224
Zambezi Basin,2001jun,minimum,0.00000000323
Limpopo Basin,2001jun,minimum,0.14442107081
Okavango Basin,2001jun,minimum,0.02057936043
Cuvelai Basin,2001jun,minimum,0.03431858495
Zambezi Basin,2001mar,minimum,48.39317321780
Limpopo Basin,2001mar,minimum,6.56602954865
Okavango Basin,2001mar,minimum,19.08710670470
Cuvelai Basin,2001mar,minimum,51.99649047850
Zambezi Basin,2001may,minimum,0.33235710859
Limpopo Basin,2001may,minimum,0.32427078486
Okavango Basin,2001may,minimum,0.68833452463
Cuvelai Basin,2001may,minimum,0.72225934267
Zambezi Basin,2001nov,minimum,2.56208610535
Limpopo Basin,2001nov,minimum,60.07896423340
Okavango Basin,2001nov,minimum,10.30835914610
Cuvelai Basin,2001nov,minimum,9.87245368958
Zambezi Basin,2001oct,minimum,0.93466567993
Limpopo Basin,2001oct,minimum,6.31845378876
Okavango Basin,2001oct,minimum,1.86331188679
Cuvelai Basin,2001oct,minimum,1.26223373413
Zambezi Basin,2001sep,minimum,0.11595550180
Limpopo Basin,2001sep,minimum,0.33495584130
Okavango Basin,2001sep,minimum,0.45167773962
Cuvelai Basin,2001sep,minimum,0.46776217222
Zambezi Basin,2002apr,minimum,0.72469246388
Limpopo Basin,2002apr,minimum,4.31770706177
Okavango Basin,2002apr,minimum,3.37538313866
Cuvelai Basin,2002apr,minimum,3.06798028946
Zambezi Basin,2002aug,minimum,0.00000000815
Limpopo Basin,2002aug,minimum,0.00000001872
Okavango Basin,2002aug,minimum,0.00753607415
Cuvelai Basin,2002aug,minimum,0.03621844202
Zambezi Basin,2002dec,minimum,21.08597564700
Limpopo Basin,2002dec,minimum,16.87268447880
Okavango Basin,2002dec,minimum,22.96472930910
Cuvelai Basin,2002dec,minimum,18.57536315920
Zambezi Basin,2002feb,minimum,7.59967041016
Limpopo Basin,2002feb,minimum,2.57500553131
Okavango Basin,2002feb,minimum,12.00107192990
Cuvelai Basin,2002feb,minimum,64.95050048830
Zambezi Basin,2002jul,minimum,0.00000000002
Limpopo Basin,2002jul,minimum,0.07117177546
Okavango Basin,2002jul,minimum,0.00000000361
Cuvelai Basin,2002jul,minimum,0.00000000225
Zambezi Basin,2002jun,minimum,0.00000000323
Limpopo Basin,2002jun,minimum,0.15099245310
Okavango Basin,2002jun,minimum,0.02076441608
Cuvelai Basin,2002jun,minimum,0.03431858495
Zambezi Basin,2002mar,minimum,14.71159553530
Limpopo Basin,2002mar,minimum,2.22222304344
Okavango Basin,2002mar,minimum,3.99102354050
Cuvelai Basin,2002mar,minimum,46.76356124880
Zambezi Basin,2002may,minimum,0.17835217714
Limpopo Basin,2002may,minimum,0.20399647951
Okavango Basin,2002may,minimum,0.70018404722
Cuvelai Basin,2002may,minimum,0.58481752873
Zambezi Basin,2002nov,minimum,10.60074901580
Limpopo Basin,2002nov,minimum,5.09434938431
Okavango Basin,2002nov,minimum,9.44240093231
Cuvelai Basin,2002nov,minimum,17.25305747990
Zambezi Basin,2002oct,minimum,1.42584180832
Limpopo Basin,2002oct,minimum,11.02799606320
Okavango Basin,2002oct,minimum,1.45341479778
Cuvelai Basin,2002oct,minimum,6.31691074371
Zambezi Basin,2002sep,minimum,0.10613210499
Limpopo Basin,2002sep,minimum,0.56368845701
Okavango Basin,2002sep,minimum,0.36341112852
Cuvelai Basin,2002sep,minimum,0.41653293371
Zambezi Basin,2003apr,minimum,0.67138868570
Limpopo Basin,2003apr,minimum,1.89784193039
Okavango Basin,2003apr,minimum,3.34248924255
Cuvelai Basin,2003apr,minimum,14.54128932950
Zambezi Basin,2003aug,minimum,0.00000000859
Limpopo Basin,2003aug,minimum,0.00000001750
Okavango Basin,2003aug,minimum,0.01816236973
Cuvelai Basin,2003aug,minimum,0.03611234576
Zambezi Basin,2003dec,minimum,55.31431198120
Limpopo Basin,2003dec,minimum,16.74474143980
Okavango Basin,2003dec,minimum,12.89808273320
Cuvelai Basin,2003dec,minimum,17.14744377140
Zambezi Basin,2003feb,minimum,55.44158172610
Limpopo Basin,2003feb,minimum,3.97248768806
Okavango Basin,2003feb,minimum,33.15788269040
Cuvelai Basin,2003feb,minimum,57.52401733400
Zambezi Basin,2003jan,minimum,33.73180007930
Limpopo Basin,2003jan,minimum,7.25142812729
Okavango Basin,2003jan,minimum,11.85171508790
Cuvelai Basin,2003jan,minimum,32.32702636720
Zambezi Basin,2003jul,minimum,0.00000000002
Limpopo Basin,2003jul,minimum,0.05871506780
Okavango Basin,2003jul,minimum,0.00000000361
Cuvelai Basin,2003jul,minimum,0.00000000224
Zambezi Basin,2003jun,minimum,0.00000000323
Limpopo Basin,2003jun,minimum,0.22082650662
Okavango Basin,2003jun,minimum,0.02057935670
Cuvelai Basin,2003jun,minimum,0.03403446078
Zambezi Basin,2003mar,minimum,16.42011642460
Limpopo Basin,2003mar,minimum,9.08450317383
Okavango Basin,2003mar,minimum,4.52777004242
Cuvelai Basin,2003mar,minimum,9.99290275574
Zambezi Basin,2003may,minimum,0.26301366091
Limpopo Basin,2003may,minimum,0.27102521062
Okavango Basin,2003may,minimum,0.68464922905
Cuvelai Basin,2003may,minimum,0.58507674933
Zambezi Basin,2003nov,minimum,5.09145832062
Limpopo Basin,2003nov,minimum,25.55595779420
Okavango Basin,2003nov,minimum,10.26507282260
Cuvelai Basin,2003nov,minimum,10.22253036500
Zambezi Basin,2003oct,minimum,2.11408162117
Limpopo Basin,2003oct,minimum,12.21514129640
Okavango Basin,2003oct,minimum,1.11057710648
Cuvelai Basin,2003oct,minimum,3.65556192398
Zambezi Basin,2003sep,minimum,0.11424121261
Limpopo Basin,2003sep,minimum,0.27352547646
Okavango Basin,2003sep,minimum,0.54270899296
Cuvelai Basin,2003sep,minimum,0.50007468462
Zambezi Basin,2004apr,minimum,0.75204527378
Limpopo Basin,2004apr,minimum,6.78369998932
Okavango Basin,2004apr,minimum,5.35526561737
Cuvelai Basin,2004apr,minimum,16.33045196530
Zambezi Basin,2004aug,minimum,0.00000000859
Limpopo Basin,2004aug,minimum,0.00000001766
Okavango Basin,2004aug,minimum,0.00759347249
Cuvelai Basin,2004aug,minimum,0.03621844202
Zambezi Basin,2004dec,minimum,54.86319351200
Limpopo Basin,2004dec,minimum,22.31593132020
Okavango Basin,2004dec,minimum,4.28255081177
